time,requests
2021-03-23 11:24:00,1093.1
2021-03-23 11:25:00,1103.6833333333334
2021-03-23 11:26:00,1128.8833333333334
2021-03-23 11:27:00,1121.2166666666667
2021-03-23 11:28:00,1115.3333333333333
2021-03-23 11:29:00,1098.8333333333333
2021-03-23 11:30:00,1072.4166666666667
2021-03-23 11:31:00,1075.0
2021-03-23 11:32:00,1061.75
2021-03-23 11:33:00,1056.0
2021-03-23 11:34:00,1047.4333333333334
2021-03-23 11:35:00,1061.15
2021-03-23 11:36:00,1089.25
2021-03-23 11:37:00,1068.3666666666666
2021-03-23 11:38:00,1036.1666666666667
2021-03-23 11:39:00,1031.7166666666667
2021-03-23 11:40:00,1055.75
2021-03-23 11:41:00,1052.8833333333334
2021-03-23 11:42:00,1053.2166666666667
2021-03-23 11:43:00,1048.0833333333333
2021-03-23 11:44:00,1080.0333333333333
2021-03-23 11:45:00,1066.7666666666667
2021-03-23 11:46:00,1081.55
2021-03-23 11:47:00,1094.2333333333333
2021-03-23 11:48:00,1090.2833333333333
2021-03-23 11:49:00,1080.35
2021-03-23 11:50:00,1070.9
2021-03-23 11:51:00,1065.9666666666667
2021-03-23 11:52:00,1074.1
2021-03-23 11:53:00,1053.3166666666666
2021-03-23 11:54:00,1049.7666666666667
2021-03-23 11:55:00,1053.4
2021-03-23 11:56:00,1075.6666666666667
2021-03-23 11:57:00,1072.7166666666667
2021-03-23 11:58:00,1079.3
2021-03-23 11:59:00,1077.2
2021-03-23 12:00:00,1096.5666666666666
2021-03-23 12:01:00,1064.8
2021-03-23 12:02:00,1061.35
2021-03-23 12:03:00,1060.9
2021-03-23 12:04:00,1107.3333333333333
2021-03-23 12:05:00,1087.5833333333333
2021-03-23 12:06:00,1076.6833333333334
2021-03-23 12:07:00,1075.65
2021-03-23 12:08:00,1092.35
2021-03-23 12:09:00,1083.0833333333333
2021-03-23 12:10:00,1095.2666666666667
2021-03-23 12:11:00,1093.65
2021-03-23 12:12:00,1117.0333333333333
2021-03-23 12:13:00,1091.8333333333333
2021-03-23 12:14:00,1051.6333333333334
2021-03-23 12:15:00,1054.3666666666666
2021-03-23 12:16:00,1045.0666666666666
2021-03-23 12:17:00,1047.45
2021-03-23 12:18:00,1050.6666666666667
2021-03-23 12:19:00,1062.9333333333334
2021-03-23 12:20:00,1047.1166666666666
2021-03-23 12:21:00,1034.8333333333333
2021-03-23 12:22:00,1042.4833333333333
2021-03-23 12:23:00,1032.7
2021-03-23 12:24:00,1022.3
2021-03-23 12:25:00,1027.15
2021-03-23 12:26:00,1013.9833333333333
2021-03-23 12:27:00,1030.6333333333334
2021-03-23 12:28:00,1043.2833333333333
2021-03-23 12:29:00,1039.9833333333333
2021-03-23 12:30:00,1049.1666666666667
2021-03-23 12:31:00,1047.9
2021-03-23 12:32:00,1061.6666666666667
2021-03-23 12:33:00,1078.3666666666666
2021-03-23 12:34:00,1063.5666666666666
2021-03-23 12:35:00,1051.1166666666666
2021-03-23 12:36:00,1060.6333333333334
2021-03-23 12:37:00,1040.1833333333334
2021-03-23 12:38:00,1040.0666666666666
2021-03-23 12:39:00,1068.9166666666667
2021-03-23 12:40:00,1048.3333333333333
2021-03-23 12:41:00,1050.8166666666666
2021-03-23 12:42:00,1066.6
2021-03-23 12:43:00,1077.7833333333333
2021-03-23 12:44:00,1059.8166666666666
2021-03-23 12:45:00,1037.8833333333334
2021-03-23 12:46:00,1060.35
2021-03-23 12:47:00,1063.2833333333333
2021-03-23 12:48:00,1073.7333333333333
2021-03-23 12:49:00,1066.6333333333334
2021-03-23 12:50:00,1053.75
2021-03-23 12:51:00,1026.85
2021-03-23 12:52:00,1053.9833333333333
2021-03-23 12:53:00,1042.4333333333334
2021-03-23 12:54:00,1038.8166666666666
2021-03-23 12:55:00,1034.9666666666667
2021-03-23 12:56:00,1036.2833333333333
2021-03-23 12:57:00,1017.6166666666667
2021-03-23 12:58:00,1033.4833333333333
2021-03-23 12:59:00,1014.6166666666667
2021-03-23 13:00:00,1041.9666666666667
2021-03-23 13:01:00,1030.1833333333334
2021-03-23 13:02:00,1026.9333333333334
2021-03-23 13:03:00,1025.5
2021-03-23 13:04:00,1033.6333333333334
2021-03-23 13:05:00,1056.15
2021-03-23 13:06:00,1053.4166666666667
2021-03-23 13:07:00,1056.4666666666667
2021-03-23 13:08:00,1069.0
2021-03-23 13:09:00,1040.9166666666667
2021-03-23 13:10:00,1018.9666666666667
2021-03-23 13:11:00,1013.85
2021-03-23 13:12:00,1036.8
2021-03-23 13:13:00,1049.6166666666666
2021-03-23 13:14:00,1005.8166666666667
2021-03-23 13:15:00,1029.4
2021-03-23 13:16:00,1040.4
2021-03-23 13:17:00,1067.5666666666666
2021-03-23 13:18:00,1048.9166666666667
2021-03-23 13:19:00,1037.1333333333334
2021-03-23 13:20:00,1054.0166666666667
2021-03-23 13:21:00,1048.8
2021-03-23 13:22:00,1039.95
2021-03-23 13:23:00,1020.7
2021-03-23 13:24:00,1047.7333333333333
2021-03-23 13:25:00,1044.8166666666666
2021-03-23 13:26:00,1044.05
2021-03-23 13:27:00,1045.7833333333333
2021-03-23 13:28:00,1015.95
2021-03-23 13:29:00,1025.55
2021-03-23 13:30:00,1035.65
2021-03-23 13:31:00,1025.8666666666666
2021-03-23 13:32:00,1037.7166666666667
2021-03-23 13:33:00,1022.95
2021-03-23 13:34:00,1030.1666666666667
2021-03-23 13:35:00,1005.1833333333333
2021-03-23 13:36:00,1033.2
2021-03-23 13:37:00,1051.85
2021-03-23 13:38:00,1045.15
2021-03-23 13:39:00,1017.3833333333333
2021-03-23 13:40:00,1024.1833333333334
2021-03-23 13:41:00,1042.3166666666666
2021-03-23 13:42:00,1053.9666666666667
2021-03-23 13:43:00,1073.7
2021-03-23 13:44:00,1041.7
2021-03-23 13:45:00,1036.6333333333334
2021-03-23 13:46:00,1034.4666666666667
2021-03-23 13:47:00,1034.65
2021-03-23 13:48:00,1054.4166666666667
2021-03-23 13:49:00,1038.2666666666667
2021-03-23 13:50:00,1027.1833333333334
2021-03-23 13:51:00,1018.8833333333333
2021-03-23 13:52:00,1031.8666666666666
2021-03-23 13:53:00,1054.8666666666666
2021-03-23 13:54:00,1045.85
2021-03-23 13:55:00,1052.9166666666667
2021-03-23 13:56:00,1038.5
2021-03-23 13:57:00,1047.0166666666667
2021-03-23 13:58:00,1023.2833333333333
2021-03-23 13:59:00,1042.3833333333334
2021-03-23 14:00:00,1039.9833333333333
2021-03-23 14:01:00,1075.0666666666666
2021-03-23 14:02:00,1148.1
2021-03-23 14:03:00,1120.3833333333334
2021-03-23 14:04:00,1136.2333333333333
2021-03-23 14:05:00,1146.4666666666667
2021-03-23 14:06:00,1178.3
2021-03-23 14:07:00,1157.6
2021-03-23 14:08:00,1137.4166666666667
2021-03-23 14:09:00,1138.1333333333334
2021-03-23 14:10:00,1160.25
2021-03-23 14:11:00,1153.3333333333333
2021-03-23 14:12:00,1163.9666666666667
2021-03-23 14:13:00,1163.1666666666667
2021-03-23 14:14:00,1169.2833333333333
2021-03-23 14:15:00,1138.6
2021-03-23 14:16:00,1171.2833333333333
2021-03-23 14:17:00,1159.5
2021-03-23 14:18:00,1179.5666666666666
2021-03-23 14:19:00,1175.5333333333333
2021-03-23 14:20:00,1160.6333333333334
2021-03-23 14:21:00,1208.7333333333333
2021-03-23 14:22:00,1165.5333333333333
2021-03-23 14:23:00,1167.5166666666667
2021-03-23 14:24:00,1160.45
2021-03-23 14:25:00,1163.05
2021-03-23 14:26:00,1132.3333333333333
2021-03-23 14:27:00,1137.45
2021-03-23 14:28:00,1148.7333333333333
2021-03-23 14:29:00,1164.2666666666667
2021-03-23 14:30:00,1170.7833333333333
2021-03-23 14:31:00,1162.65
2021-03-23 14:32:00,1171.35
2021-03-23 14:33:00,1172.15
2021-03-23 14:34:00,1171.0166666666667
2021-03-23 14:35:00,1155.9666666666667
2021-03-23 14:36:00,1137.1
2021-03-23 14:37:00,1156.7833333333333
2021-03-23 14:38:00,1164.0833333333333
2021-03-23 14:39:00,1156.2833333333333
2021-03-23 14:40:00,1140.0166666666667
2021-03-23 14:41:00,1139.95
2021-03-23 14:42:00,1158.4666666666667
2021-03-23 14:43:00,1136.4833333333333
2021-03-23 14:44:00,1132.8166666666666
2021-03-23 14:45:00,1121.25
2021-03-23 14:46:00,1113.8666666666666
2021-03-23 14:47:00,1113.8666666666666
2021-03-23 14:48:00,1113.7
2021-03-23 14:49:00,1105.8333333333333
2021-03-23 14:50:00,1097.5
2021-03-23 14:51:00,1093.6
2021-03-23 14:52:00,1135.5833333333333
2021-03-23 14:53:00,1128.1333333333334
2021-03-23 14:54:00,1113.45
2021-03-23 14:55:00,1108.2833333333333
2021-03-23 14:56:00,1105.2
2021-03-23 14:57:00,1113.5333333333333
2021-03-23 14:58:00,1116.1333333333334
2021-03-23 14:59:00,1130.1333333333334
2021-03-23 15:00:00,1151.5166666666667
2021-03-23 15:01:00,1169.2666666666667
2021-03-23 15:02:00,1185.1666666666667
2021-03-23 15:03:00,1185.5666666666666
2021-03-23 15:04:00,1206.25
2021-03-23 15:05:00,1208.6666666666667
2021-03-23 15:06:00,1195.1166666666666
2021-03-23 15:07:00,1196.55
2021-03-23 15:08:00,1210.1333333333334
2021-03-23 15:09:00,1204.7166666666667
2021-03-23 15:10:00,1217.0666666666666
2021-03-23 15:11:00,1212.9833333333333
2021-03-23 15:12:00,1191.0666666666666
2021-03-23 15:13:00,1212.2
2021-03-23 15:14:00,1224.9666666666667
2021-03-23 15:15:00,1217.1
2021-03-23 15:16:00,1184.6833333333334
2021-03-23 15:17:00,1204.0666666666666
2021-03-23 15:18:00,1197.9333333333334
2021-03-23 15:19:00,1200.4666666666667
2021-03-23 15:20:00,1188.8833333333334
2021-03-23 15:21:00,1203.5166666666667
2021-03-23 15:22:00,1214.5166666666667
2021-03-23 15:23:00,1195.05
2021-03-23 15:24:00,1172.2833333333333
2021-03-23 15:25:00,1187.45
2021-03-23 15:26:00,1173.55
2021-03-23 15:27:00,1194.1333333333334
2021-03-23 15:28:00,1224.4833333333333
2021-03-23 15:29:00,1199.75
2021-03-23 15:30:00,1199.2166666666667
2021-03-23 15:31:00,1205.4666666666667
2021-03-23 15:32:00,1247.25
2021-03-23 15:33:00,1247.0833333333333
2021-03-23 15:34:00,1222.1333333333334
2021-03-23 15:35:00,1194.0166666666667
2021-03-23 15:36:00,1212.1333333333334
2021-03-23 15:37:00,1203.2166666666667
2021-03-23 15:38:00,1171.5666666666666
2021-03-23 15:39:00,1160.1333333333334
2021-03-23 15:40:00,1174.75
2021-03-23 15:41:00,1170.05
2021-03-23 15:42:00,1153.2333333333333
2021-03-23 15:43:00,1143.9166666666667
2021-03-23 15:44:00,1145.05
2021-03-23 15:45:00,1160.75
2021-03-23 15:46:00,1192.75
2021-03-23 15:47:00,1176.2333333333333
2021-03-23 15:48:00,1168.15
2021-03-23 15:49:00,1163.8166666666666
2021-03-23 15:50:00,1179.45
2021-03-23 15:51:00,1169.7
2021-03-23 15:52:00,1183.5333333333333
2021-03-23 15:53:00,1192.5333333333333
2021-03-23 15:54:00,1207.2333333333333
2021-03-23 15:55:00,1198.5833333333333
2021-03-23 15:56:00,1197.0666666666666
2021-03-23 15:57:00,1212.3
2021-03-23 15:58:00,1196.8333333333333
2021-03-23 15:59:00,1178.8
2021-03-23 16:00:00,1159.9
2021-03-23 16:01:00,1181.05
2021-03-23 16:02:00,1204.7833333333333
2021-03-23 16:03:00,1223.0333333333333
2021-03-23 16:04:00,1251.0666666666666
2021-03-23 16:05:00,1226.5833333333333
2021-03-23 16:06:00,1219.75
2021-03-23 16:07:00,1234.1666666666667
2021-03-23 16:08:00,1245.9333333333334
2021-03-23 16:09:00,1231.3666666666666
2021-03-23 16:10:00,1225.5166666666667
2021-03-23 16:11:00,1227.3
2021-03-23 16:12:00,1246.35
2021-03-23 16:13:00,1232.4166666666667
2021-03-23 16:14:00,1224.8833333333334
2021-03-23 16:15:00,1236.8
2021-03-23 16:16:00,1240.0166666666667
2021-03-23 16:17:00,1234.6
2021-03-23 16:18:00,1223.7
2021-03-23 16:19:00,1229.75
2021-03-23 16:20:00,1250.9
2021-03-23 16:21:00,1246.2833333333333
2021-03-23 16:22:00,1231.1833333333334
2021-03-23 16:23:00,1296.6
2021-03-23 16:24:00,1263.9333333333334
2021-03-23 16:25:00,1248.35
2021-03-23 16:26:00,1234.1833333333334
2021-03-23 16:27:00,1274.4333333333334
2021-03-23 16:28:00,1237.8166666666666
2021-03-23 16:29:00,1246.65
2021-03-23 16:30:00,1244.75
2021-03-23 16:31:00,1294.8666666666666
2021-03-23 16:32:00,1306.4666666666667
2021-03-23 16:33:00,1308.65
2021-03-23 16:34:00,1272.1666666666667
2021-03-23 16:35:00,1254.5
2021-03-23 16:36:00,1250.9666666666667
2021-03-23 16:37:00,1280.8
2021-03-23 16:38:00,1267.1833333333334
2021-03-23 16:39:00,1261.5166666666667
2021-03-23 16:40:00,1260.95
2021-03-23 16:41:00,1255.3833333333334
2021-03-23 16:42:00,1249.75
2021-03-23 16:43:00,1234.05
2021-03-23 16:44:00,1273.7
2021-03-23 16:45:00,1250.25
2021-03-23 16:46:00,1236.55
2021-03-23 16:47:00,1250.7166666666667
2021-03-23 16:48:00,1226.6333333333334
2021-03-23 16:49:00,1241.2
2021-03-23 16:50:00,1236.8333333333333
2021-03-23 16:51:00,1253.15
2021-03-23 16:52:00,1235.0833333333333
2021-03-23 16:53:00,1206.4666666666667
2021-03-23 16:54:00,1232.5166666666667
2021-03-23 16:55:00,1250.6
2021-03-23 16:56:00,1274.7
2021-03-23 16:57:00,1246.7666666666667
2021-03-23 16:58:00,1230.3833333333334
2021-03-23 16:59:00,1245.95
2021-03-23 17:00:00,1209.7333333333333
2021-03-23 17:01:00,1228.1666666666667
2021-03-23 17:02:00,1246.7
2021-03-23 17:03:00,1219.95
2021-03-23 17:04:00,1236.4833333333333
2021-03-23 17:05:00,1195.5333333333333
2021-03-23 17:06:00,1248.1166666666666
2021-03-23 17:07:00,1216.75
2021-03-23 17:08:00,1246.3
2021-03-23 17:09:00,1250.0833333333333
2021-03-23 17:10:00,1237.5333333333333
2021-03-23 17:11:00,1222.0166666666667
2021-03-23 17:12:00,1240.2166666666667
2021-03-23 17:13:00,1228.9333333333334
2021-03-23 17:14:00,1190.7333333333333
2021-03-23 17:15:00,1260.7
2021-03-23 17:16:00,1299.4
